t,e_line,u_L,u_R,v,omega
0.5500,0.320568,-0.129082,1.000000,0.283048,5.645410
0.5600,0.330558,-0.150623,1.000000,0.276047,5.753117
0.5700,0.340507,-0.171816,1.000000,0.269160,5.859079
0.5800,0.350382,-0.192575,1.000000,0.262413,5.962875
0.5900,0.360148,-0.212815,1.000000,0.255835,6.064076
0.6000,0.369768,-0.232449,1.000000,0.249454,6.162244
0.6100,0.379206,-0.251388,1.000000,0.243299,6.256941
0.6200,0.388421,-0.269545,1.000000,0.237398,6.347726
0.6300,0.397376,-0.286834,1.000000,0.231779,6.434168
0.6400,0.406030,-0.303169,1.000000,0.226470,6.515843
0.6500,0.414345,-0.318468,1.000000,0.221498,6.592342
0.6600,0.422279,-0.332655,1.000000,0.216887,6.663277
0.6700,0.429796,-0.345656,1.000000,0.212662,6.728282
0.6800,0.436857,-0.357404,1.000000,0.208844,6.787021
0.6900,0.443426,-0.367839,1.000000,0.205452,6.839193
0.7000,0.449468,-0.376906,1.000000,0.202506,6.884530
0.7100,0.454952,-0.384562,1.000000,0.200017,6.922809
0.7200,0.459848,-0.390770,1.000000,0.198000,6.953848
0.7300,0.464128,-0.395502,1.000000,0.196462,6.977512
0.7400,0.467771,-0.398743,1.000000,0.195409,6.993715
0.7500,0.470755,-0.400483,1.000000,0.194843,7.002417
0.7600,0.473065,-0.400726,1.000000,0.194764,7.003630
0.7700,0.474688,-0.399482,1.000000,0.195168,6.997412
0.7800,0.475617,-0.396774,1.000000,0.196049,6.983868
0.7900,0.475848,-0.392630,1.000000,0.197395,6.963149
0.8000,0.475380,-0.387089,1.000000,0.199196,6.935447
0.8100,0.474219,-0.380199,1.000000,0.201435,6.900995
0.8200,0.472372,-0.372012,1.000000,0.204096,6.860059
0.8300,0.469851,-0.362588,1.000000,0.207159,6.812938
0.8400,0.466674,-0.351992,1.000000,0.210603,6.759958
0.8500,0.462858,-0.340293,1.000000,0.214405,6.701466
0.8600,0.458426,-0.327566,1.000000,0.218541,6.637829
0.8700,0.453405,-0.313886,1.000000,0.222987,6.569428
0.8800,0.447820,-0.299331,1.000000,0.227718,6.496653
0.8900,0.441703,-0.283980,1.000000,0.232706,6.419901
0.9000,0.435086,-0.267914,1.000000,0.237928,6.339568
0.9100,0.428001,-0.251210,1.000000,0.243357,6.256052
0.9200,0.420483,-0.233949,1.000000,0.248967,6.169743
0.9300,0.412568,-0.216205,1.000000,0.254733,6.081026
0.9400,0.404291,-0.198055,1.000000,0.260632,5.990275
0.9500,0.395688,-0.179570,1.000000,0.266640,5.897852
0.9600,0.386795,-0.160821,1.000000,0.272733,5.804107
0.9700,0.377649,-0.141875,1.000000,0.278891,5.709373
0.9800,0.368283,-0.122794,1.000000,0.285092,5.613969
0.9900,0.358732,-0.103639,1.000000,0.291317,5.518196
1.0000,0.349030,-0.084468,1.000000,0.297548,5.422340
1.0100,0.339210,-0.065333,1.000000,0.303767,5.326667
1.0200,0.329301,-0.046286,1.000000,0.309957,5.231429
1.0300,0.319335,-0.027372,1.000000,0.316104,5.136858
1.0400,0.309339,-0.008634,1.000000,0.322194,5.043172
1.0500,0.299342,0.009885,1.000000,0.328213,4.950573
1.0600,0.289368,0.028151,1.000000,0.334149,4.859244
1.0700,0.279441,0.046129,1.000000,0.339992,4.769357
1.0800,0.269586,0.063786,1.000000,0.345731,4.681068
1.0900,0.259822,0.081096,1.000000,0.351356,4.594520
1.1000,0.250170,0.098031,1.000000,0.356860,4.509843
1.1100,0.240648,0.114569,1.000000,0.362235,4.427156
1.1200,0.231274,0.130687,1.000000,0.367473,4.346566
1.1300,0.222063,0.146366,1.000000,0.372569,4.268171
1.1400,0.213029,0.161588,1.000000,0.377516,4.192058
1.1500,0.204187,0.176339,1.000000,0.382310,4.118306
1.1600,0.195549,0.190603,1.000000,0.386946,4.046987
1.1700,0.187125,0.204367,1.000000,0.391419,3.978165
1.1800,0.178927,0.217620,1.000000,0.395727,3.911898
1.1900,0.170962,0.230353,1.000000,0.399865,3.848236
1.2000,0.163240,0.242555,1.000000,0.403830,3.787227
1.2100,0.155768,0.254218,1.000000,0.407621,3.728911
1.2200,0.148553,0.265335,1.000000,0.411234,3.673327
1.2300,0.141602,0.275898,1.000000,0.414667,3.620509
1.2400,0.134919,0.285903,1.000000,0.417918,3.570487
1.2500,0.128510,0.295342,1.000000,0.420986,3.523289
1.2600,0.122378,0.304212,0.995788,0.422500,3.457883
1.2700,0.116529,0.312506,0.987494,0.422500,3.374936
1.2800,0.110964,0.320243,0.979757,0.422500,3.297571
1.2900,0.105682,0.327443,0.972557,0.422500,3.225573
1.3000,0.100684,0.334109,0.965891,0.422500,3.158913
1.3100,0.095967,0.340244,0.959756,0.422500,3.097564
1.3200,0.091531,0.345850,0.954150,0.422500,3.041504
1.3300,0.087374,0.350929,0.949071,0.422500,2.990714
1.3400,0.083496,0.355482,0.944518,0.422500,2.945183
1.3500,0.079896,0.359510,0.940490,0.422500,2.904903
1.3600,0.076571,0.363012,0.936988,0.422500,2.869876
1.3700,0.073523,0.365989,0.934011,0.422500,2.840107
1.3800,0.070748,0.368439,0.931561,0.422500,2.815612
1.3900,0.068248,0.370359,0.929641,0.422500,2.796410
1.4000,0.066021,0.371747,0.928253,0.422500,2.782532
1.4100,0.064068,0.372599,0.927401,0.422500,2.774013
1.4200,0.062388,0.372910,0.927090,0.422500,2.770898
1.4300,0.060982,0.372676,0.927324,0.422500,2.773240
1.4400,0.059851,0.371890,0.928110,0.422500,2.781100
1.4500,0.058996,0.370545,0.929455,0.422500,2.794546
1.4600,0.058419,0.368635,0.931365,0.422500,2.813655
1.4700,0.058120,0.366149,0.933851,0.422500,2.838511
1.4800,0.058103,0.363079,0.936921,0.422500,2.869208
1.4900,0.058370,0.359416,0.940584,0.422500,2.905844
1.5000,0.058924,0.355147,0.944853,0.422500,2.948526
1.5100,0.059767,0.350263,0.949737,0.422500,2.997368
1.5200,0.060904,0.344751,0.955249,0.422500,3.052486
1.5300,0.062338,0.338599,0.961401,0.422500,3.114006
1.5400,0.064073,0.331795,0.968205,0.422500,3.182055
1.5500,0.066114,0.324324,0.975676,0.422500,3.256761
1.5600,0.068466,0.316174,0.983826,0.422500,3.338257
1.5700,0.071132,0.307333,0.992667,0.422500,3.426674
1.5800,0.074119,0.297786,1.000000,0.421781,3.511069
1.5900,0.077432,0.287523,1.000000,0.418445,3.562387
1.6000,0.081073,0.276543,1.000000,0.414876,3.617286
1.6100,0.085044,0.264882,1.000000,0.411087,3.675590
1.6200,0.089344,0.252542,1.000000,0.407076,3.737290
1.6300,0.093973,0.239526,1.000000,0.402846,3.802372
1.6400,0.098930,0.225837,1.000000,0.398397,3.870813
1.6500,0.104213,0.211484,1.000000,0.393732,3.942582
1.6600,0.109821,0.196472,1.000000,0.388854,4.017638
1.6700,0.115751,0.180814,1.000000,0.383764,4.095932
1.6800,0.122000,0.164520,1.000000,0.378469,4.177400
1.6900,0.128563,0.147606,1.000000,0.372972,4.261968
1.7000,0.135436,0.130091,1.000000,0.367279,4.349547
1.7100,0.142611,0.111993,1.000000,0.361398,4.440033
1.7200,0.150083,0.093339,1.000000,0.355335,4.533306
1.7300,0.157843,0.074154,1.000000,0.349100,4.629229
1.7400,0.165880,0.054471,1.000000,0.342703,4.727644
1.7500,0.174184,0.034325,1.000000,0.336156,4.828375
1.7600,0.182742,0.013755,1.000000,0.329470,4.931226
1.7700,0.191540,-0.007195,1.000000,0.322661,5.035977
1.7800,0.200561,-0.028477,1.000000,0.315745,5.142387
1.7900,0.209789,-0.050038,1.000000,0.308738,5.250191
1.8000,0.219202,-0.071820,1.000000,0.301659,5.359099
1.8100,0.228779,-0.093760,1.000000,0.294528,5.468799
1.8200,0.238497,-0.115791,1.000000,0.287368,5.578955
1.8300,0.248329,-0.137841,1.000000,0.280202,5.689207
1.8400,0.258247,-0.159834,1.000000,0.273054,5.799171
1.8500,0.268222,-0.181689,1.000000,0.265951,5.908446
1.8600,0.278221,-0.203321,1.000000,0.258921,6.016606
1.8700,0.288211,-0.224642,1.000000,0.251991,6.123211
1.8800,0.298154,-0.245561,1.000000,0.245193,6.227806
1.8900,0.308014,-0.265985,1.000000,0.238555,6.329923
1.9000,0.317751,-0.285818,1.000000,0.232109,6.429088
1.9100,0.327324,-0.304964,1.000000,0.225887,6.524820
1.9200,0.336692,-0.323328,1.000000,0.219918,6.616641
1.9300,0.345811,-0.340816,1.000000,0.214235,6.704078
1.9400,0.354640,-0.357333,1.000000,0.208867,6.786667
1.9500,0.363134,-0.372792,1.000000,0.203843,6.863961
1.9600,0.371250,-0.387107,1.000000,0.199190,6.935535
1.9700,0.378947,-0.400198,1.000000,0.194936,7.000989
1.9800,0.386183,-0.411991,1.000000,0.191103,7.059954
1.9900,0.392918,-0.422420,1.000000,0.187713,7.112101
2.0000,0.399115,-0.431428,1.000000,0.184786,7.157140
2.0100,0.404739,-0.438965,1.000000,0.182336,7.194827
2.0200,0.409757,-0.444993,1.000000,0.180377,7.224965
2.0300,0.414140,-0.449482,1.000000,0.178918,7.247411
2.0400,0.417863,-0.452415,1.000000,0.177965,7.262073
2.0500,0.420904,-0.453783,1.000000,0.177521,7.268915
2.0600,0.423246,-0.453591,1.000000,0.177583,7.267954
2.0700,0.424875,-0.451852,1.000000,0.178148,7.259260
2.0800,0.425784,-0.448591,1.000000,0.179208,7.242956
2.0900,0.425968,-0.443843,1.000000,0.180751,7.219213
2.1000,0.425429,-0.437650,1.000000,0.182764,7.188249
2.1100,0.424170,-0.430065,1.000000,0.185229,7.150325
2.1200,0.422202,-0.421148,1.000000,0.188127,7.105739
2.1300,0.419539,-0.410965,1.000000,0.191437,7.054823
2.1400,0.416198,-0.398986,1.000000,0.195330,6.994929
2.1500,0.412201,-0.384431,1.000000,0.200060,6.922155
2.1600,0.407573,-0.368866,1.000000,0.205118,6.844331
2.1700,0.402343,-0.352386,1.000000,0.210475,6.761929
2.1800,0.396542,-0.335078,1.000000,0.216100,6.675389
2.1900,0.390204,-0.317031,1.000000,0.221965,6.585155
2.2000,0.383365,-0.298333,1.000000,0.228042,6.491666
2.2100,0.376060,-0.279071,1.000000,0.234302,6.395356
2.2200,0.368327,-0.259330,1.000000,0.240718,6.296650
2.2300,0.360205,-0.239192,1.000000,0.247263,6.195958
2.2400,0.351733,-0.218736,1.000000,0.253911,6.093679
2.2500,0.342947,-0.198039,1.000000,0.260637,5.990193
2.2600,0.333887,-0.177173,1.000000,0.267419,5.885863
2.2700,0.324590,-0.156207,1.000000,0.274233,5.781033
2.2800,0.315092,-0.135206,1.000000,0.281058,5.676029
2.2900,0.305429,-0.114231,1.000000,0.287875,5.571155
2.3000,0.295636,-0.093339,1.000000,0.294665,5.466696
2.3100,0.285745,-0.072583,1.000000,0.301410,5.362917
2.3200,0.275789,-0.052013,1.000000,0.308096,5.260063
2.3300,0.265797,-0.031672,1.000000,0.314707,5.158360
2.3400,0.255797,-0.011603,1.000000,0.321229,5.058016
2.3500,0.245818,0.008156,1.000000,0.327651,4.959221
2.3600,0.235884,0.027570,1.000000,0.333960,4.862150
2.3700,0.226020,0.046608,1.000000,0.340148,4.766959
2.3800,0.216246,0.065242,1.000000,0.346204,4.673791
2.3900,0.206585,0.083445,1.000000,0.352120,4.582775
2.4000,0.197054,0.101195,1.000000,0.357888,4.494026
2.4100,0.187673,0.118470,1.000000,0.363503,4.407648
2.4200,0.178456,0.135254,1.000000,0.368957,4.323732
2.4300,0.169420,0.151528,1.000000,0.374247,4.242361
2.4400,0.160576,0.167279,1.000000,0.379366,4.163607
2.4500,0.151939,0.182493,1.000000,0.384310,4.087534
2.4600,0.143519,0.197160,1.000000,0.389077,4.014198
2.4700,0.135327,0.211270,1.000000,0.393663,3.943648
2.4800,0.127371,0.224814,1.000000,0.398065,3.875928
2.4900,0.119661,0.237785,1.000000,0.402280,3.811075
2.5000,0.112203,0.250176,1.000000,0.406307,3.749120
2.5100,0.105004,0.261981,1.000000,0.410144,3.690093
2.5200,0.098070,0.273196,1.000000,0.413789,3.634018
2.5300,0.091407,0.283817,1.000000,0.417240,3.580915
2.5400,0.085019,0.293839,1.000000,0.420498,3.530804
2.5500,0.078911,0.303260,0.996740,0.422500,3.467399
2.5600,0.073086,0.312077,0.987923,0.422500,3.379231
2.5700,0.067546,0.320303,0.979697,0.422500,3.296968
2.5800,0.062291,0.327969,0.972031,0.422500,3.220309
2.5900,0.057319,0.335080,0.964920,0.422500,3.149202
2.6000,0.052629,0.341640,0.958360,0.422500,3.083597
2.6100,0.048220,0.347655,0.952345,0.422500,3.023449
2.6200,0.044089,0.353128,0.946872,0.422500,2.968717
2.6300,0.040236,0.358063,0.941937,0.422500,2.919366
2.6400,0.036658,0.362463,0.937537,0.422500,2.875368
2.6500,0.033354,0.366330,0.933670,0.422500,2.836702
2.6600,0.030323,0.369665,0.930335,0.422500,2.803352
2.6700,0.027563,0.372469,0.927531,0.422500,2.775311
2.6800,0.025074,0.374742,0.925258,0.422500,2.752580
2.6900,0.022855,0.376484,0.923516,0.422500,2.735165
2.7000,0.020905,0.377692,0.922308,0.422500,2.723082
2.7100,0.019224,0.378365,0.921635,0.422500,2.716354
2.7200,0.017811,0.378499,0.921501,0.422500,2.715013
2.7300,0.016669,0.378090,0.921910,0.422500,2.719097
2.7400,0.015796,0.377134,0.922866,0.422500,2.728655
2.7500,0.015195,0.375626,0.924374,0.422500,2.743742
2.7600,0.014866,0.373558,0.926442,0.422500,2.764419
2.7700,0.014811,0.370924,0.929076,0.422500,2.790758
2.7800,0.015033,0.367716,0.932284,0.422500,2.822836
2.7900,0.015533,0.363926,0.936074,0.422500,2.860739
2.8000,0.016316,0.359544,0.940456,0.422500,2.904556
2.8100,0.017383,0.354562,0.945438,0.422500,2.954384
2.8200,0.018739,0.348968,0.951032,0.422500,3.010325
2.8300,0.020386,0.342752,0.957248,0.422500,3.072485
2.8400,0.022330,0.335903,0.964097,0.422500,3.140972
2.8500,0.024574,0.328410,0.971590,0.422500,3.215897
2.8600,0.027123,0.320263,0.979737,0.422500,3.297372
2.8700,0.029982,0.311450,0.988550,0.422500,3.385505
2.8800,0.033155,0.301960,0.998040,0.422500,3.480402
2.8900,0.036647,0.291784,1.000000,0.419830,3.541082
2.9000,0.040463,0.280912,1.000000,0.416296,3.595441
2.9100,0.044604,0.269381,1.000000,0.412549,3.653094
2.9200,0.049070,0.257205,1.000000,0.408592,3.713975
2.9300,0.053859,0.244388,1.000000,0.404426,3.778059
2.9400,0.058971,0.230938,1.000000,0.400055,3.845312
2.9500,0.064404,0.216862,1.000000,0.395480,3.915691
2.9600,0.070156,0.202171,1.000000,0.390706,3.989145
2.9700,0.076223,0.186878,1.000000,0.385735,4.065611
2.9800,0.082603,0.170996,1.000000,0.380574,4.145018
2.9900,0.089291,0.154544,1.000000,0.375227,4.227278
3.0000,0.096280,0.137541,1.000000,0.369701,4.312293
3.0100,0.103566,0.120010,1.000000,0.364003,4.399950
3.0200,0.111140,0.101976,1.000000,0.358142,4.490118
3.0300,0.118995,0.083470,1.000000,0.352128,4.582652
3.0400,0.127119,0.064522,1.000000,0.345970,4.677388
3.0500,0.135501,0.045171,1.000000,0.339681,4.774144
3.0600,0.144130,0.025456,1.000000,0.333273,4.872718
3.0700,0.152989,0.005423,1.000000,0.326762,4.972886
3.0800,0.162065,-0.014881,1.000000,0.320164,5.074405
3.0900,0.171337,-0.035402,1.000000,0.313494,5.177010
3.1000,0.180788,-0.056083,1.000000,0.306773,5.280415
3.1100,0.190395,-0.076862,1.000000,0.300020,5.384311
3.1200,0.200136,-0.097674,1.000000,0.293256,5.488368
3.1300,0.209984,-0.118447,1.000000,0.286505,5.592236
3.1400,0.219912,-0.139109,1.000000,0.279790,5.695543
3.1500,0.229892,-0.159580,1.000000,0.273136,5.797900
3.1600,0.239891,-0.179781,1.000000,0.266571,5.898903
3.1700,0.249878,-0.199626,1.000000,0.260122,5.998129
3.1800,0.259818,-0.219029,1.000000,0.253815,6.095147
3.1900,0.269673,-0.237903,1.000000,0.247682,6.189514
3.2000,0.279408,-0.256157,1.000000,0.241749,6.280784
3.2100,0.288981,-0.273701,1.000000,0.236047,6.368507
3.2200,0.298355,-0.290447,1.000000,0.230605,6.452236
3.2300,0.307488,-0.306306,1.000000,0.225450,6.531532
3.2400,0.316339,-0.321193,1.000000,0.220612,6.605965
3.2500,0.324868,-0.335025,1.000000,0.216117,6.675124
3.2600,0.333034,-0.347723,1.000000,0.211990,6.738617
3.2700,0.340796,-0.359216,1.000000,0.208255,6.796079
3.2800,0.348116,-0.369435,1.000000,0.204934,6.847175
3.2900,0.354957,-0.378321,1.000000,0.202046,6.891604
3.3000,0.361283,-0.385821,1.000000,0.199608,6.929105
3.3100,0.367060,-0.391892,1.000000,0.197635,6.959460
3.3200,0.372258,-0.396498,1.000000,0.196138,6.982492
3.3300,0.376850,-0.399615,1.000000,0.195125,6.998077
3.3400,0.380810,-0.401227,1.000000,0.194601,7.006134
3.3500,0.384119,-0.401327,1.000000,0.194569,7.006635
3.3600,0.386759,-0.399920,1.000000,0.195026,6.999601
3.3700,0.388718,-0.397020,1.000000,0.195969,6.985098
3.3800,0.389986,-0.392649,1.000000,0.197389,6.963244
3.3900,0.390558,-0.386840,1.000000,0.199277,6.934198
3.4000,0.390434,-0.379632,1.000000,0.201620,6.898161
3.4100,0.389618,-0.371075,1.000000,0.204401,6.855374
3.4200,0.388117,-0.361222,1.000000,0.207603,6.806111
3.4300,0.385942,-0.350135,1.000000,0.211206,6.750676
3.4400,0.383108,-0.337880,1.000000,0.215189,6.689401
3.4500,0.379634,-0.324527,1.000000,0.219529,6.622637
3.4600,0.375541,-0.310151,1.000000,0.224201,6.550754
3.4700,0.370853,-0.294827,1.000000,0.229181,6.474133
3.4800,0.365597,-0.278633,1.000000,0.234444,6.393163
3.4900,0.359801,-0.261648,1.000000,0.239964,6.308239
3.5000,0.353497,-0.243951,1.000000,0.245716,6.219756
3.5100,0.346716,-0.225621,1.000000,0.251673,6.128104
3.5200,0.339491,-0.206734,1.000000,0.257811,6.033670
3.5300,0.331856,-0.187366,1.000000,0.264106,5.936829
3.5400,0.323846,-0.167590,1.000000,0.270533,5.837949
3.5500,0.315495,-0.147476,1.000000,0.277070,5.737382
3.5600,0.306837,-0.127093,1.000000,0.283695,5.635466
3.5700,0.297906,-0.106505,1.000000,0.290386,5.532525
3.5800,0.288736,-0.085773,1.000000,0.297124,5.428863
3.5900,0.279360,-0.064954,1.000000,0.303890,5.324771
3.6000,0.269808,-0.044104,1.000000,0.310666,5.220519
3.6100,0.260113,-0.023272,1.000000,0.317437,5.116360
3.6200,0.250303,-0.002506,1.000000,0.324186,5.012530
3.6300,0.240407,0.018151,1.000000,0.330899,4.909247
3.6400,0.230451,0.038658,1.000000,0.337564,4.806712
3.6500,0.220461,0.058978,1.000000,0.344168,4.705111
3.6600,0.210461,0.079078,1.000000,0.350700,4.604610
3.6700,0.200473,0.098927,1.000000,0.357151,4.505365
3.6800,0.190520,0.118497,1.000000,0.363512,4.407514
3.6900,0.180619,0.137764,1.000000,0.369773,4.311182
3.7000,0.170791,0.156704,1.000000,0.375929,4.216480
3.7100,0.161051,0.175298,1.000000,0.381972,4.123510
3.7200,0.151415,0.193528,1.000000,0.387897,4.032360
3.7300,0.141898,0.211379,1.000000,0.393698,3.943107
3.7400,0.132512,0.228836,1.000000,0.399372,3.855821
3.7500,0.123269,0.245888,1.000000,0.404914,3.770560
3.7600,0.114181,0.262525,1.000000,0.410321,3.687375
3.7700,0.105256,0.278738,1.000000,0.415590,3.606311
3.7800,0.096503,0.294519,1.000000,0.420719,3.527403
3.7900,0.087931,0.309864,0.990136,0.422500,3.401364
3.8000,0.079545,0.324765,0.975235,0.422500,3.252345
3.8100,0.071350,0.339255,0.960745,0.422500,3.107449
3.8200,0.063345,0.353358,0.946642,0.422500,2.966421
3.8300,0.055530,0.367086,0.932914,0.422500,2.829135
3.8400,0.047904,0.380454,0.919546,0.422500,2.695462
3.8500,0.040464,0.393474,0.906526,0.422500,2.565262
3.8600,0.033206,0.406161,0.893839,0.422500,2.438393
3.8700,0.026128,0.418529,0.881471,0.422500,2.314707
3.8800,0.019224,0.430594,0.869406,0.422500,2.194056
3.8900,0.012489,0.442371,0.857629,0.422500,2.076286
3.9000,0.005918,0.453876,0.846124,0.422500,1.961243
3.9100,-0.000495,0.465125,0.834875,0.422500,1.848746
3.9200,-0.006757,0.476165,0.823835,0.422500,1.738348
3.9300,-0.012873,0.487010,0.812990,0.422500,1.629900
3.9400,-0.018851,0.497676,0.802324,0.422500,1.523245
3.9500,-0.024697,0.508177,0.791823,0.422500,1.418227
3.9600,-0.030420,0.518531,0.781469,0.422500,1.314689
3.9700,-0.036025,0.528753,0.771247,0.422500,1.212470
3.9800,-0.041521,0.538859,0.761141,0.422500,1.111412
3.9900,-0.046915,0.548865,0.751135,0.422500,1.011352
4.0000,-0.052215,0.558787,0.741213,0.422500,0.912127
4.0100,-0.057430,0.568643,0.731357,0.422500,0.813573
4.0200,-0.062566,0.578447,0.721553,0.422500,0.715525
4.0300,-0.067632,0.588218,0.711782,0.422500,0.617816
4.0400,-0.072636,0.597972,0.702028,0.422500,0.520278
4.0500,-0.077587,0.607726,0.692274,0.422500,0.422740
4.0600,-0.082493,0.617497,0.682503,0.422500,0.325031
4.0700,-0.087362,0.627302,0.672698,0.422500,0.226978
4.0800,-0.092202,0.637160,0.662840,0.422500,0.128404
4.0900,-0.097022,0.647087,0.652913,0.422500,0.029132
4.1000,-0.101831,0.657102,0.642898,0.422500,-0.071017
4.1100,-0.106638,0.667222,0.632778,0.422500,-0.172225
4.1200,-0.111451,0.677468,0.622532,0.422500,-0.274676
4.1300,-0.116279,0.687856,0.612144,0.422500,-0.378557
4.1400,-0.121131,0.698406,0.601594,0.422500,-0.484056
4.1500,-0.126016,0.709136,0.590864,0.422500,-0.591363
4.1600,-0.130943,0.720067,0.579933,0.422500,-0.700672
4.1700,-0.135921,0.731218,0.568782,0.422500,-0.812176
4.1800,-0.140960,0.742607,0.557393,0.422500,-0.926073
4.1900,-0.146070,0.754256,0.545744,0.422500,-1.042558
4.2000,-0.151258,0.766183,0.533817,0.422500,-1.161832
4.2100,-0.156536,0.778409,0.521591,0.422500,-1.284091
4.2200,-0.161911,0.790953,0.509047,0.422500,-1.409534
4.2300,-0.167395,0.803836,0.496164,0.422500,-1.538358
4.2400,-0.172996,0.817076,0.482924,0.422500,-1.670758
4.2500,-0.178724,0.830693,0.469307,0.422500,-1.806925
4.2600,-0.184587,0.844705,0.455295,0.422500,-1.947046
4.2700,-0.190597,0.859130,0.440870,0.422500,-2.091300
4.2800,-0.196760,0.873986,0.426014,0.422500,-2.239860
4.2900,-0.203087,0.889289,0.410711,0.422500,-2.392887
4.3000,-0.209586,0.905053,0.394947,0.422500,-2.550529
4.3100,-0.216265,0.921292,0.378708,0.422500,-2.712918
4.3200,-0.223132,0.938017,0.361983,0.422500,-2.880168
4.3300,-0.230193,0.955237,0.344763,0.422500,-3.052369
4.3400,-0.237455,0.972958,0.327042,0.422500,-3.229583
4.3500,-0.244923,0.991184,0.308816,0.422500,-3.411844
4.3600,-0.252603,1.000000,0.290085,0.419278,-3.549573
4.3700,-0.260496,1.000000,0.270856,0.413028,-3.645721
4.3800,-0.268603,1.000000,0.251171,0.406631,-3.744144
4.3900,-0.276917,1.000000,0.231077,0.400100,-3.844613
4.4000,-0.285434,1.000000,0.210596,0.393444,-3.947022
4.4100,-0.294145,1.000000,0.189750,0.386669,-4.051251
4.4200,-0.303044,1.000000,0.168568,0.379785,-4.157161
4.4300,-0.312120,1.000000,0.147080,0.372801,-4.264599
4.4400,-0.321363,1.000000,0.125322,0.365729,-4.373392
4.4500,-0.330760,1.000000,0.103330,0.358582,-4.483349
4.4600,-0.340297,1.000000,0.081148,0.351373,-4.594259
4.4700,-0.349960,1.000000,0.058822,0.344117,-4.705892
4.4800,-0.359731,1.000000,0.036401,0.336830,-4.817997
4.4900,-0.369591,1.000000,0.013939,0.329530,-4.930304
4.5000,-0.379520,1.000000,-0.008505,0.322236,-5.042523
4.5100,-0.389496,1.000000,-0.030869,0.314968,-5.154344
4.5200,-0.399494,1.000000,-0.053088,0.307746,-5.265440
4.5300,-0.409489,1.000000,-0.075093,0.300595,-5.375466
4.5400,-0.419453,1.000000,-0.096812,0.293536,-5.484059
